city,hotel,address,rating,reviews,url,description,latitude,longitude
Avignon,Hôtel Le Bristol,"44 Cours Jean Jaurès, 84000 Avignon, France",8.3,5006,https://www.booking.com/hotel/fr/hotel-bristol-avignon.fr.html,"Idéalement situé à l’intérieur des remparts du centre d’Avignon, l’Hôtel Le Bristol vous propose des chambres climatisées, un bar, une connexion Wi-Fi...",43.9440321,4.8053317
Avignon,Appartement Les Hortensias,"20, Boulevard de la Liberté, 84000 Avignon, France",9.3,56,https://www.booking.com/hotel/fr/les-hortensias-avignon.fr.html,"Situé à 10 minutes à pied du centre d'Avignon et à seulement 15 minutes de marche du quartier historique du Palais des Papes, l'établissement Les...",43.9433767,4.8191273
Avignon,Apartment-NO elevator-Free private parking-Self check in !! Appartement-PAS ascenseur-Parking privé gratuit-Arrivée autonome!!,"170 Rue Carreterie, 84000 Avignon, France",9.7,148,https://www.booking.com/hotel/fr/intramuros-parking-prive-wifi-smarttv50.fr.html,L’hébergement Apartment-NO elevator-Free private parking-Self check in!! Appartement-PAS ascenseur-Parking privé gratuit-Arrivée autonome!!,43.9509229,4.8184132
Avignon,Garlande Hôtel Avignon Centre,"20 Rue Galante, 84000 Avignon, France",8.9,700,https://www.booking.com/hotel/fr/de-garlande.fr.html,"Doté d’une connexion Wi-Fi gratuite, le Garlande Hôtel Avignon Centre propose des hébergements installés sur une rue piétonne d’Avignon, à 500 mètres du...",43.9476183,4.8068035
Avignon,Hôtel de l'Horloge,"1 Rue Félicien David - Place de l'Horloge, 84000 Avignon, France",8.4,1345,https://www.booking.com/hotel/fr/de-l-horloge.fr.html,"L'Hôtel de l'Horloge occupe un bâtiment du XIXème siècle donnant sur la pittoresque place de l'horloge, dans le centre d'Avignon.",43.9489672,4.8054725
Avignon,Novotel Avignon Centre,"20 boulevard Saint Roch, 84000 Avignon, France",7.9,885,https://www.booking.com/hotel/fr/novotel-avignon-centre.fr.html,"Installé à côté de la gare ferroviaire d’Avignon, le Novotel Avignon Centrevous propose une piscine extérieure et un salon de beauté.",43.9427354,4.8024362
Avignon,Apartment 40m2-Air conditioning-Elevator-Underground parking-Self checkin! Appart climatisé 40m2-Ascenseur-Parking souterrain -Arrivée autonome,"3 Rue Velouterie, 84000 Avignon, France",9.7,109,https://www.booking.com/hotel/fr/appart-parking-arrivee-autonome.fr.html,L’hébergement Apartment 40m2-Air conditioning-Elevator-Underground parking-Self checkin!,43.9451879,4.7996263
Avignon,"Au cœur des Papes, dans bâtisse de charme studios & appartements en cœur de ville","5 Rue et Place Noël Antoine Biret, 84000 Avignon, France",8.0,734,https://www.booking.com/hotel/fr/au-coeur-des-papes.fr.html,"Proposant une terrasse et une connexion Wi-Fi gratuite, l’établissement Au cœur des Papes, dans bâtisse de charme studios & appartements en cœur de ville...",43.9461706,4.8101887
Avignon,Hôtel Central,"31/33 Rue De La République, 84000 Avignon, France",7.9,2656,https://www.booking.com/hotel/fr/central-avignon.fr.html,"Situé au cœur de la vieille ville d'Avignon, l'Hôtel Central propose des chambres confortables avec une connexion Wi-Fi gratuite.",43.9455250,4.8057608
Avignon,ApartHotel Sainte-Marthe,"6 Route de Lyon , 84000 Avignon, France",8.0,6008,https://www.booking.com/hotel/fr/ra-c-sidence-sainte-marthe.fr.html,Enjoy a comfortable stay at Apart’Hotel Sainte-Marthe and feel right at home.,43.9498951,4.8198639
